title,date_raw,source_code,body,sentiment,sentiment_score,sentiment_confidence,sentiment_rationale,sentiment_raw
APPLE INC : UBS reiterates its Neutral rating,May. 06,ZD,APPLE INC : UBS reiterates its Neutral rating,neutral,0.0,0.9,"The headline indicates a continued neutral rating, suggesting no significant positive or negative impact on Apple's stock performance. It's a statement of existing expectations rather than a predicted change.","```json
{
  ""sentiment"": ""neutral"",
  ""score"": 0.0,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a continued neutral rating, suggesting no significant positive or negative impact on Apple's stock performance. It's a statement of existing expectations rather than a predicted change.""
}
```"
"Apple Fiscal Q2 Results Driven by Product Demand, China Resilience, Morgan Stanley Says",May. 02,MT,"Apple Fiscal Q2 Results Driven by Product Demand, China Resilience, Morgan Stanley Says",bullish,0.85,0.9,"The headline highlights strong product demand and China resilience, which are generally positive indicators for Apple's future performance. Morgan Stanley's positive outlook further reinforces this positive sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline highlights strong product demand and China resilience, which are generally positive indicators for Apple's future performance. Morgan Stanley's positive outlook further reinforces this positive sentiment.""
}
```"
"Apple shares fall as buyback cuts, tariff fears fan investor jitters",May. 02,RE,"Apple shares fall as buyback cuts, tariff fears fan investor jitters",bearish,-0.8,0.8,"The headline explicitly mentions buyback cuts and tariff fears, which are negative factors for Apple's stock performance and investor confidence.","```json
{
  ""sentiment"": ""bearish"",
  ""score"": -0.8,
  ""confidence"": 0.8,
  ""rationale"": ""The headline explicitly mentions buyback cuts and tariff fears, which are negative factors for Apple's stock performance and investor confidence.""
}
```"
Rosenblatt Securities Downgrades Apple to Neutral From Buy,May. 02,MT,Rosenblatt Securities Downgrades Apple to Neutral From Buy,bullish,0.85,0.9,"The headline explicitly states a downgrade to Neutral, indicating a potential decline in Apple’s future stock performance. Rosenblatt’s downgrade suggests a negative outlook for the company's prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a downgrade to Neutral, indicating a potential decline in Apple’s future stock performance. Rosenblatt’s downgrade suggests a negative outlook for the company's prospects.""
}
```"
"JPMorgan Adjusts Price Target on Apple to $240 From $245, Maintains Overweight Rating",May. 02,MT,"JPMorgan Adjusts Price Target on Apple to $240 From $245, Maintains Overweight Rating",bullish,0.85,0.9,"The headline indicates a price target increase from $245 to $240, suggesting a positive outlook for Apple's future earnings and valuation. This is a strong signal of bullish sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price target increase from $245 to $240, suggesting a positive outlook for Apple's future earnings and valuation. This is a strong signal of bullish sentiment.""
}
```"
"BNP Paribas Exane Adjusts Price Target on Apple to $190 From $180, Maintains Neutral Rating",May. 02,MT,"BNP Paribas Exane Adjusts Price Target on Apple to $190 From $180, Maintains Neutral Rating",bullish,0.85,0.9,"The headline explicitly states an upward adjustment of the price target, indicating optimism about future Apple stock performance. The adjustments made by BNP Paribas Exane suggest a positive outlook for Apple's earnings and market valuation.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states an upward adjustment of the price target, indicating optimism about future Apple stock performance. The adjustments made by BNP Paribas Exane suggest a positive outlook for Apple's earnings and market valuation.""
}
```"
"DA Davidson Adjusts Price Target on Apple to $250 From $290, Maintains Buy Rating",May. 02,MT,"DA Davidson Adjusts Price Target on Apple to $250 From $290, Maintains Buy Rating",bullish,0.85,0.9,"The headline indicates a significant increase in Apple's price target, suggesting positive expectations for its future performance. The adjustment from $290 to $250 is a substantial increase, signaling optimism.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant increase in Apple's price target, suggesting positive expectations for its future performance. The adjustment from $290 to $250 is a substantial increase, signaling optimism.""
}
```"
APPLE INC : Jefferies is Neutral,Apr. 30,ZD,APPLE INC : Jefferies is Neutral,bullish,0.7,0.9,"The headline indicates Jefferies' neutrality, which is a positive signal for Apple's future performance. Jefferies' neutral assessment suggests a lack of significant concerns or catalysts.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.7,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates Jefferies' neutrality, which is a positive signal for Apple's future performance. Jefferies' neutral assessment suggests a lack of significant concerns or catalysts.""
}
```"
APPLE INC : Jefferies is Neutral,Apr. 30,ZD,APPLE INC : Jefferies is Neutral,bullish,0.75,0.9,"The headline explicitly states Jefferies is neutral, suggesting a lack of positive outlook for Apple's stock performance.  This aligns with a bullish narrative.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states Jefferies is neutral, suggesting a lack of positive outlook for Apple's stock performance.  This aligns with a bullish narrative.""
}
```"
APPLE INC : JP Morgan maintains a Buy rating,Apr. 28,ZD,APPLE INC : JP Morgan maintains a Buy rating,bullish,0.95,0.9,"The JP Morgan rating indicates a positive outlook for Apple's stock, suggesting a significant increase in its potential value.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The JP Morgan rating indicates a positive outlook for Apple's stock, suggesting a significant increase in its potential value.""
}
```"
"First Shanghai Adjusts Price Target on Apple to $230 From $255, Maintains Hold Rating",Apr. 25,MT,"First Shanghai Adjusts Price Target on Apple to $230 From $255, Maintains Hold Rating",bullish,0.85,0.9,The headline indicates a price target decrease (from $255 to $230) – a significant positive signal for AAPL's future performance.  It suggests the market anticipates a higher valuation for the stock.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price target decrease (from $255 to $230) – a significant positive signal for AAPL's future performance.  It suggests the market anticipates a higher valuation for the stock.""
}
```"
"UBS Adjusts Apple's Price Target to $210 From $236, Keeps Neutral Rating",Apr. 23,MT,"UBS Adjusts Apple's Price Target to $210 From $236, Keeps Neutral Rating",bullish,0.65,0.9,"The headline explicitly states a price target increase (to $210) by UBS, indicating a positive outlook for Apple's future performance.  The 'neutral rating' suggests a cautious but not overwhelmingly optimistic assessment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.65,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase (to $210) by UBS, indicating a positive outlook for Apple's future performance.  The 'neutral rating' suggests a cautious but not overwhelmingly optimistic assessment.""
}
```"
"Goldman Sachs Adjusts Price Target on Apple to $256 From $259, Maintains Buy Rating",Apr. 23,MT,"Goldman Sachs Adjusts Price Target on Apple to $256 From $259, Maintains Buy Rating",bullish,0.85,0.9,"The headline explicitly states a price target increase ($256 to $259), indicating a positive outlook for Apple's stock price.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase ($256 to $259), indicating a positive outlook for Apple's stock price.""
}
```"
"Evercore ISI Cuts Apple's Price Target to $250 From $275, Outperform Rating Maintained",Apr. 15,MT,"Evercore ISI Cuts Apple's Price Target to $250 From $275, Outperform Rating Maintained",bullish,0.85,0.9,"The headline indicates a significant price reduction by Evercore ISI, suggesting a bullish outlook for Apple's future performance.  The adjusted price target of $250, compared to the initial $275, indicates a positive expectation.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant price reduction by Evercore ISI, suggesting a bullish outlook for Apple's future performance.  The adjusted price target of $250, compared to the initial $275, indicates a positive expectation.""
}
```"
"Apple Likely to Avoid Risks After Smartphone Exemption From Tariffs, KeyBanc say",Apr. 14,MT,"Apple Likely to Avoid Risks After Smartphone Exemption From Tariffs, KeyBanc say",bullish,0.85,0.9,"The headline explicitly states Apple will avoid risks, which indicates a positive outlook for its future performance and suggests a favorable market environment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states Apple will avoid risks, which indicates a positive outlook for its future performance and suggests a favorable market environment.""
}
```"
US stock futures climb; tech shares soar on tariff relief for some electronics,Apr. 14,RE,US stock futures climb; tech shares soar on tariff relief for some electronics,bullish,0.85,0.9,"The headline discusses optimistic sentiment towards the tech sector, particularly highlighting Nvidia and tech shares, suggesting a positive outlook for Apple's future performance. The mention of tariff relief for some electronics adds a layer of potential benefit, further reinforcing bullish sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline discusses optimistic sentiment towards the tech sector, particularly highlighting Nvidia and tech shares, suggesting a positive outlook for Apple's future performance. The mention of tariff relief for some electronics adds a layer of potential benefit, further reinforcing bullish sentiment.""
}
```"
"JPMorgan Adjusts Price Target on Apple to $245 From $270, Keeps Overweight Rating",Apr. 14,MT,"JPMorgan Adjusts Price Target on Apple to $245 From $270, Keeps Overweight Rating",bullish,0.92,0.95,"The headline indicates a price target decrease from $270 to $245, suggesting a positive expectation for AAPL’s future earnings and valuation. This is a strong indicator of bullish sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.92,
  ""confidence"": 0.95,
  ""rationale"": ""The headline indicates a price target decrease from $270 to $245, suggesting a positive expectation for AAPL’s future earnings and valuation. This is a strong indicator of bullish sentiment.""
}
```"
KeyBanc Upgrades Apple to Sector Weight From Underweight,Apr. 14,MT,KeyBanc Upgrades Apple to Sector Weight From Underweight,bullish,0.95,0.9,"The headline indicates a positive rating by a major investment firm, suggesting increased investor confidence and expectations for Apple's future performance.  The 'Sector Weight From Underweight' upgrade signifies a significant upgrade, hinting at strong growth prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a positive rating by a major investment firm, suggesting increased investor confidence and expectations for Apple's future performance.  The 'Sector Weight From Underweight' upgrade signifies a significant upgrade, hinting at strong growth prospects.""
}
```"
"Needham Adjusts Price Target on Apple to $225 From $260, Keeps Buy Rating",Apr. 11,MT,"Needham Adjusts Price Target on Apple to $225 From $260, Keeps Buy Rating",bullish,0.85,0.9,"The headline explicitly states a price target increase (to $225) and maintains a buy rating, indicating a positive outlook for AAPL's future performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase (to $225) and maintains a buy rating, indicating a positive outlook for AAPL's future performance.""
}
```"
"Jefferies Upgrades Apple to Hold From Underperform, Adjusts Price Target to $167.88 From $202.33",Apr. 09,MT,"Jefferies Upgrades Apple to Hold From Underperform, Adjusts Price Target to $167.88 From $202.33",bullish,0.85,0.9,"The headline indicates a positive upgrade by Jefferies, suggesting increased expectations for Apple's future performance. The adjusted price target represents a higher valuation, indicating strong positive sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a positive upgrade by Jefferies, suggesting increased expectations for Apple's future performance. The adjusted price target represents a higher valuation, indicating strong positive sentiment.""
}
```"
"Morgan Stanley Adjusts Price Target on Apple to $220 From $252, Maintains Overweight Rating",Apr. 08,MT,"Morgan Stanley Adjusts Price Target on Apple to $220 From $252, Maintains Overweight Rating",bullish,0.92,0.95,"The headline indicates a significant price increase (to $220) from a previous target of $210, suggesting strong optimism regarding Apple's future earnings and valuation.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.92,
  ""confidence"": 0.95,
  ""rationale"": ""The headline indicates a significant price increase (to $220) from a previous target of $210, suggesting strong optimism regarding Apple's future earnings and valuation.""
}
```"
APPLE INC : UBS reiterates its Neutral rating,Apr. 07,ZD,APPLE INC : UBS reiterates its Neutral rating,neutral,0.0,0.95,"The headline simply states UBS reiterating its neutral rating for Apple, without any positive or negative indicators about the company's future performance. It's a relatively neutral statement.","```json
{
  ""sentiment"": ""neutral"",
  ""score"": 0.0,
  ""confidence"": 0.95,
  ""rationale"": ""The headline simply states UBS reiterating its neutral rating for Apple, without any positive or negative indicators about the company's future performance. It's a relatively neutral statement.""
}
```"
APPLE : Wedbush still a buyer but cuts TP,Apr. 07,Zonebourse,APPLE : Wedbush still a buyer but cuts TP,bullish,0.85,0.9,"The headline indicates a buyer's interest, coupled with a potential cut in the stock price (TP). This suggests a positive outlook for Apple’s future earnings, which is considered bullish.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a buyer's interest, coupled with a potential cut in the stock price (TP). This suggests a positive outlook for Apple’s future earnings, which is considered bullish.""
}
```"
"Stocks, US dollar sink as Trump tariffs fuel economic worries",Apr. 03,RE,"Stocks, US dollar sink as Trump tariffs fuel economic worries",bullish,0.85,0.9,"The headline explicitly mentions economic worries and fears, suggesting negative sentiment towards Apple's future performance. The mention of tariffs and a potential slowdown in the US dollar adds to this concern.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly mentions economic worries and fears, suggesting negative sentiment towards Apple's future performance. The mention of tariffs and a potential slowdown in the US dollar adds to this concern.""
}
```"
"Tigress Adjusts Price Target on Apple to $300 From $295, Maintains Strong Buy Rating",Apr. 03,MT,"Tigress Adjusts Price Target on Apple to $300 From $295, Maintains Strong Buy Rating",bullish,0.95,0.9,"The headline indicates a significant price increase (to $300) from a previously established target of $295, suggesting positive expectations for Apple's future earnings and valuation.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant price increase (to $300) from a previously established target of $295, suggesting positive expectations for Apple's future earnings and valuation.""
}
```"
"Evercore ISI Adjusts Price Target on Apple to $275 From $260, Keeps Outperform Rating",Mar. 18,MT,"Evercore ISI Adjusts Price Target on Apple to $275 From $260, Keeps Outperform Rating",bullish,0.85,0.95,"The headline indicates a price target reduction suggests increased optimism regarding Apple's future earnings, indicating a positive outlook for its stock price.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.95,
  ""rationale"": ""The headline indicates a price target reduction suggests increased optimism regarding Apple's future earnings, indicating a positive outlook for its stock price.""
}
```"
APPLE : Morgan Stanley cuts its price target,Mar. 12,Zonebourse,APPLE : Morgan Stanley cuts its price target,bullish,0.95,0.9,"The headline indicates a price target reduction by Morgan Stanley. This is a negative signal for AAPL's future stock performance, suggesting potential downside.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price target reduction by Morgan Stanley. This is a negative signal for AAPL's future stock performance, suggesting potential downside.""
}
```"
APPLE INC : UBS gives a Neutral rating,Mar. 04,ZD,APPLE INC : UBS gives a Neutral rating,neutral,0.0,0.95,"The headline simply states a neutral rating, without any positive or negative indicators. It's a straightforward observation rather than a strong endorsement or warning.","```json
{
  ""sentiment"": ""neutral"",
  ""score"": 0.0,
  ""confidence"": 0.95,
  ""rationale"": ""The headline simply states a neutral rating, without any positive or negative indicators. It's a straightforward observation rather than a strong endorsement or warning.""
}
```"
Berkshire Hathaway shares set new high following record profit,Feb. 24,RE,Berkshire Hathaway shares set new high following record profit,bullish,0.85,0.9,"The headline explicitly states a new high in Berkshire Hathaway shares, indicating a positive outlook for Apple's future performance. The mention of record profit further strengthens this positive sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a new high in Berkshire Hathaway shares, indicating a positive outlook for Apple's future performance. The mention of record profit further strengthens this positive sentiment.""
}
```"
Block shares drop as spending slowdown puts BNPL expansion in focus,Feb. 21,RE,Block shares drop as spending slowdown puts BNPL expansion in focus,bullish,0.7,0.85,"The headline discusses a slowdown in spending, which often precedes a negative outlook for Apple's stock. The mention of BNPL expansion is a secondary concern and doesn't necessarily suggest a significant negative impact.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.7,
  ""confidence"": 0.85,
  ""rationale"": ""The headline discusses a slowdown in spending, which often precedes a negative outlook for Apple's stock. The mention of BNPL expansion is a secondary concern and doesn't necessarily suggest a significant negative impact.""
}
```"
"MoffettNathanson Adjusts Price Target on Apple to $184 From $188, Keeps Sell Rating",Feb. 20,MT,"MoffettNathanson Adjusts Price Target on Apple to $184 From $188, Keeps Sell Rating",bullish,0.75,0.9,"The headline explicitly states a price target increase, indicating a positive outlook for Apple's future stock price. It’s a significant uplift in the target, suggesting strong expectations for growth.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase, indicating a positive outlook for Apple's future stock price. It’s a significant uplift in the target, suggesting strong expectations for growth.""
}
```"
"Apple's Launch of iPhone SE4 Not Seen Impacting Revenue Guidance, UBS Says",Feb. 18,MT,"Apple's Launch of iPhone SE4 Not Seen Impacting Revenue Guidance, UBS Says",bullish,0.85,0.95,"The headline explicitly states that the iPhone SE4 launch is not impacting revenue guidance, suggesting a positive outlook for Apple's future performance.  It’s a signal of favorable conditions for the company.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.95,
  ""rationale"": ""The headline explicitly states that the iPhone SE4 launch is not impacting revenue guidance, suggesting a positive outlook for Apple's future performance.  It’s a signal of favorable conditions for the company.""
}
```"
APPLE INC : Goldman Sachs gives a Buy rating,Feb. 17,ZD,APPLE INC : Goldman Sachs gives a Buy rating,bullish,0.95,0.9,"The mention of a Buy rating from Goldman Sachs strongly indicates positive expectations for Apple's future performance, suggesting a bullish outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The mention of a Buy rating from Goldman Sachs strongly indicates positive expectations for Apple's future performance, suggesting a bullish outlook.""
}
```"
APPLE INC : UBS sticks Neutral,Feb. 04,ZD,APPLE INC : UBS sticks Neutral,bullish,0.85,0.9,"The headline indicates UBS's neutrality regarding Apple, which is a positive signal for investors and suggests a potential increase in Apple's stock price.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates UBS's neutrality regarding Apple, which is a positive signal for investors and suggests a potential increase in Apple's stock price.""
}
```"
"Apple's Fiscal Q1 Results Show iPhone 16 Cycle Beating iPhone 15, Expanding Installed Base, Wedbush Says",Jan. 31,MT,"Apple's Fiscal Q1 Results Show iPhone 16 Cycle Beating iPhone 15, Expanding Installed Base, Wedbush Says",bullish,0.85,0.9,"The headline highlights key positive factors like iPhone 16 cycle exceeding iPhone 15, an expanding installed base, and revenue beat expectations. This suggests strong future demand and growth, indicating a positive outlook for Apple's stock.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline highlights key positive factors like iPhone 16 cycle exceeding iPhone 15, an expanding installed base, and revenue beat expectations. This suggests strong future demand and growth, indicating a positive outlook for Apple's stock.""
}
```"
"Citigroup Adjusts Price Target on Apple to $275 From $255, Keeps Buy Rating",Jan. 31,MT,"Citigroup Adjusts Price Target on Apple to $275 From $255, Keeps Buy Rating",bullish,0.85,0.9,"The headline indicates a higher price target (upwards) for Apple, suggesting a positive outlook for future performance. The adjustment suggests strong expectations for growth.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a higher price target (upwards) for Apple, suggesting a positive outlook for future performance. The adjustment suggests strong expectations for growth.""
}
```"
"Jefferies Adjusts Price Target on Apple to $202.33 From $200.75, Maintains Underperform Rating",Jan. 31,MT,"Jefferies Adjusts Price Target on Apple to $202.33 From $200.75, Maintains Underperform Rating",bullish,0.85,0.9,"The headline indicates an upward price target increase, suggesting investors anticipate stronger growth for Apple's stock. The upgrade from a hold rating to a hold rating is a positive signal.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates an upward price target increase, suggesting investors anticipate stronger growth for Apple's stock. The upgrade from a hold rating to a hold rating is a positive signal.""
}
```"
"TD Cowen Adjusts Price Target on Apple to $290 From $250, Maintains Buy Rating",Jan. 31,MT,"TD Cowen Adjusts Price Target on Apple to $290 From $250, Maintains Buy Rating",bullish,0.85,0.9,"The headline indicates a price increase from $250 to $290, representing a significant positive outlook for Apple's future performance. TD Cowen's upward revision is a strong signal of optimistic expectations.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price increase from $250 to $290, representing a significant positive outlook for Apple's future performance. TD Cowen's upward revision is a strong signal of optimistic expectations.""
}
```"
"Itau BBA Adjusts Price Target on Apple to $254 From $232, Maintains Market Perform Rating",Jan. 31,MT,"Itau BBA Adjusts Price Target on Apple to $254 From $232, Maintains Market Perform Rating",bullish,0.85,0.9,"The headline indicates a price increase (to $254) from a previous target of $232, suggesting a positive outlook for Apple's stock performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price increase (to $254) from a previous target of $232, suggesting a positive outlook for Apple's stock performance.""
}
```"
"DA Davidson Adjusts Price Target on Apple to $290 From $260, Maintains Buy Rating",Jan. 31,MT,"DA Davidson Adjusts Price Target on Apple to $290 From $260, Maintains Buy Rating",bullish,0.85,0.9,"The headline indicates a significant price increase (+$290) and a maintained buy rating, suggesting strong optimism for Apple's future performance. This is a clear positive signal for investors.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant price increase (+$290) and a maintained buy rating, suggesting strong optimism for Apple's future performance. This is a clear positive signal for investors.""
}
```"
APPLE INC : Bank of America reiterates its Buy rating,Jan. 31,ZD,APPLE INC : Bank of America reiterates its Buy rating,bullish,0.95,0.9,The mention of a 'Buy rating' from Bank of America indicates a positive outlook for Apple's future performance. This is a significant signal of optimism and suggests the analysts are projecting strong growth.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The mention of a 'Buy rating' from Bank of America indicates a positive outlook for Apple's future performance. This is a significant signal of optimism and suggests the analysts are projecting strong growth.""
}
```"
"Apple's Earnings to Remain Resilient Despite Weaker iPhone Demand, BofA Says",Jan. 24,MT,"Apple's Earnings to Remain Resilient Despite Weaker iPhone Demand, BofA Says",bullish,0.85,0.9,"The headline discusses resilient earnings despite weaker iPhone demand, a positive signal for future growth. BofA's neutral stance suggests potential optimism regarding Apple's future performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline discusses resilient earnings despite weaker iPhone demand, a positive signal for future growth. BofA's neutral stance suggests potential optimism regarding Apple's future performance.""
}
```"
"Apple Poised for Largely In-Line First-Quarter Revenue, Morgan Stanley Says",Jan. 23,MT,"Apple Poised for Largely In-Line First-Quarter Revenue, Morgan Stanley Says",bullish,0.85,0.9,The headline explicitly mentions 'largely in-line revenue' and a 'significant upgrade cycle' which suggests strong demand and positive future growth prospects for Apple's devices. Morgan Stanley's positive outlook further strengthens the bullish sentiment.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly mentions 'largely in-line revenue' and a 'significant upgrade cycle' which suggests strong demand and positive future growth prospects for Apple's devices. Morgan Stanley's positive outlook further strengthens the bullish sentiment.""
}
```"
"DBS Bank Downgrades Apple to Fully Valued From Hold, Adjusts Price Target to $210 From $243",Jan. 22,MT,"DBS Bank Downgrades Apple to Fully Valued From Hold, Adjusts Price Target to $210 From $243",bullish,0.95,0.9,"The headline indicates a significant price target reduction by a major analyst (DBS). This suggests increased optimism about Apple's future earnings and valuation, indicating a bullish outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant price target reduction by a major analyst (DBS). This suggests increased optimism about Apple's future earnings and valuation, indicating a bullish outlook.""
}
```"
"Analyst recommendations: Apple, On Holding, Amazon, Palo Alto Networks, Tesla...",Jan. 21,Zonebourse,"Analyst recommendations: Apple, On Holding, Amazon, Palo Alto Networks, Tesla...",bullish,0.75,0.8,"The headline mentions positive recommendations for Apple (Analyst recommendations: Apple, On Holding, Amazon, Palo Alto Networks, Tesla...), suggesting increased optimism regarding the company’s future performance. The overall tone highlights favorable expectations.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.8,
  ""rationale"": ""The headline mentions positive recommendations for Apple (Analyst recommendations: Apple, On Holding, Amazon, Palo Alto Networks, Tesla...), suggesting increased optimism regarding the company’s future performance. The overall tone highlights favorable expectations.""
}
```"
"MoffettNathanson Downgrades Apple to Sell From Neutral, Cuts Price Target to $188 From $202",Jan. 07,MT,"MoffettNathanson Downgrades Apple to Sell From Neutral, Cuts Price Target to $188 From $202",bullish,0.85,0.9,"The headline explicitly states a downgrade and a price reduction, indicating a negative outlook for Apple's future performance.  The mention of 'sell from neutral' further reinforces this pessimistic assessment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a downgrade and a price reduction, indicating a negative outlook for Apple's future performance.  The mention of 'sell from neutral' further reinforces this pessimistic assessment.""
}
```"
"Bernstein Adjusts Price Target on Apple to $260 From $240, Keeps Outperform Rating",Jan. 06,MT,"Bernstein Adjusts Price Target on Apple to $260 From $240, Keeps Outperform Rating",bullish,0.85,0.9,"The headline indicates a significant increase in Apple's price target, suggesting strong positive expectations for future performance. The adjustment represents a substantial upward movement compared to the previous target, indicating optimism regarding the company's prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant increase in Apple's price target, suggesting strong positive expectations for future performance. The adjustment represents a substantial upward movement compared to the previous target, indicating optimism regarding the company's prospects.""
}
```"
APPLE INC : UBS remains Neutral,Jan. 02,ZD,APPLE INC : UBS remains Neutral,bullish,0.85,0.9,"The headline explicitly states UBS's neutral outlook, suggesting a lack of positive influence on Apple's future performance.  This signifies a positive sentiment towards AAPL's prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states UBS's neutral outlook, suggesting a lack of positive influence on Apple's future performance.  This signifies a positive sentiment towards AAPL's prospects.""
}
```"
"Wedbush Raises Price Target on Apple to $325 From $300 as 'New Era' on Horizon, Keeps Outperform Rating",Dec. 26,MT,"Wedbush Raises Price Target on Apple to $325 From $300 as 'New Era' on Horizon, Keeps Outperform Rating",bullish,0.92,0.95,"The headline emphasizes a significantly higher price target ($325) and a strong outlook for Apple's future performance, indicating considerable positive expectation.  The inclusion of 'New Era' suggests a revolutionary opportunity, which generally aligns with bullish sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.92,
  ""confidence"": 0.95,
  ""rationale"": ""The headline emphasizes a significantly higher price target ($325) and a strong outlook for Apple's future performance, indicating considerable positive expectation.  The inclusion of 'New Era' suggests a revolutionary opportunity, which generally aligns with bullish sentiment.""
}
```"
